catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,elevationunits,verbatimelevation,verbatimcoordinates,georeferencedby,georeferencesources,host,occurrenceremarks,lifestage,sex,individualcount,samplingprotocol,preparations,typestatus,ownerinstitutioncode,basisofrecord,language
UMSP000334478,,,,2002,7,13,13 July 2002,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka/Isanti,Cedar Creek NHA,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334479,,,,2000,6,20,20Jun2000,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka/Isanti,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334480,,,,1992,7,14,14 July 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334481,,,,1992,5,30,30 May 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334482,,,,1992,5,30,30 May 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334483,,,,1992,6,15,15 June 1992,Agrilus cuprescens,Menetries,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA SWE,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334484,Hahn,J.D.,,1978,6,1,1-VI-1978,Agrilus cyanescens,Ratzeburg,,buprestidae,R.L. Westcott,,USA,Wisconsin,Waukesha,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334485,,,,1930,6,17,VI.17.30,Agrilus defectus,LeConte,,buprestidae,J.N. Knull,1928,USA,,Norman,inn,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334486,Knull,J.N.,,1920,6,7,VI-7-20,Agrilus defectus,LeConte,,buprestidae,J.N. Knull,1928,USA,Pennsylvania,,Hummelstown,,,,,,,,,,,adult,Male,,,pinned,,UMSP,,english
UMSP000334487,,,,1920,6,16,VI-16-20,Agrilus defectus,LeConte,,buprestidae,J.N. Knull,1928,USA,,Norman,inn,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334488,Lugger,O.,,,,,,Agrilus difficilis,Gory,,buprestidae,Knull,1938,,,,,,,,,,,,,,Hackberry,adult,,,,pinned,,UMSP,,english
UMSP000334489,Lugger,O. ,,,,,,Agrilus difficilis,Gory,,buprestidae,J.N. Knull,,,,,,,,,,,,,,,Hackberry,adult,,,,pinned,,UMSP,,english
UMSP000334490,,,,,,,,Agrilus difficilis,Gory,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334491,,,,,,,,Agrilus difficilis,Gory,,buprestidae,J.N. Knull,1922,USA,Louisiana,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334492,,,,,,,,Agrilus difficilis,Gory,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334493,,,,,,,,Agrilus difficilis,Gory,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334494,,,,,,,,Agrilus difficilis,Gory,,buprestidae,J.N. Knull,1922,USA,Texas,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334495,Kuehn,B.,,2014,7,23,23.vii.2014,Agrilus difficilis,Gory,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Tilsen Park, Oakdale",44.999932,-92.966689,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334496,Kuehn,B.,,2014,7,24,24.vii.2014,Agrilus difficilis,Gory,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Tilsen Park, Oakdale",44.999932,-92.966689,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334497,Kuehn,B.,,2015,7,20,20.vii.2015,Agrilus difficilis,Gory,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Northdale Park, Oakdale",45.024136,-92.972632,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334498,Schultz,J.,,2015,7,17,17.vii.2015,Agrilus difficilis,Gory,,buprestidae,W.P. Steffens,2015,USA,Minnesota,Anoka,"Kennedy Park, Coon Rapids",45.12408,-93.288039,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334499,Deters,J.,,2015,7,27,27.vii.2015,Agrilus difficilis,Gory,,buprestidae,W.P. Steffens,2015,USA,Minnesota,Chisago,"Banta Park, Wyoming",45.30746,-92.992807,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334500,Hoffmann-Walter,A.,,2015,7,17,17.vii.2015,Agrilus difficilis,Gory,,buprestidae,W.P. Steffens,2015,USA,Minnesota,Ramsey,"Pocahontas Park, Roseville",45.018279,-93.16076,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334501,Hoffmann-Walter,A.,,2015,7,25,25.vii.2015,Agrilus difficilis,Gory,,buprestidae,W. Steffens,2015,USA,Minnesota,Ramsey,"Pocahontas Park, Roseville",45.018279,-93.16076,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334502,Schwartz,D.,,2015,7,31,31.vii.2015,Agrilus difficilis,Gory,,buprestidae,W. Steffens,2015,USA,Minnesota,Ramsey,"Battle Creek M.S., St. Paul",44.947459,-93.011506,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334503,Schultz,J.,,2015,7,21,21.vii.2015,Agrilus difficilis,Gory,,buprestidae,W.P. Steffens,2015,USA,Minnesota,Ramsey,"Battle Creek M.S., St. Paul",44.947459,-93.011506,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334504,Ambourn,A.,,2016,8,2,02.viii.2016,Agrilus difficilis,Gory,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Ramsey,"Battle Creek M.S., St. Paul",44.947459,-93.011506,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334505,Mallet,C.,,2016,7,11,11.vii.2016,Agrilus difficilis,Gory,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Ramsey,"Battle Creek M.S., St. Paul",44.947459,-93.011506,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334506,Springman,K.,,2016,7,7,07.vii.2016,Agrilus difficilis,Gory,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334507,Hallinen,M.,"B. Turgut, J. Ure, P. Haynes",2017,7,12,July 12 2017,Agrilus difficilis,Gory,,buprestidae,M. Hallinen,10 October 2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,,,,,,C. fumipennis nesting site,adult,,,,pinned,,UMSP,,english
UMSP000334508,Hallinen,M.,,2017,7,19,July 19 2017,Agrilus difficilis,Gory,,buprestidae,M. Hallinen,10 October 2017,USA,Minnesota,Washington,New Scandia T-Ball Field,45.250134,-92.802987,,,,,,,,C. fumipennis nesting site,adult,,,,pinned,,UMSP,,english
UMSP000334509,Haynes,P.,,2017,7,20,July 20 2017,Agrilus difficilis,Gory,,buprestidae,M. Hallinen,10 October 2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,,,,,,C. fumipennis nesting site,adult,,,,pinned,,UMSP,,english
UMSP000334510,Haynes,P.,,2017,7,20,July 20 2017,Agrilus difficilis,Gory,,buprestidae,M. Hallinen,10 October 2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,,,,,,C. fumipennis nesting site,adult,,,,pinned,,UMSP,,english
UMSP000334511,Lee,E.,,2017,7,28,July 28 2017,Agrilus difficilis,Gory,,buprestidae,M. Hallinen,10 October 2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,,,,,,C. fumipennis nesting site,adult,,,,pinned,,UMSP,,english
UMSP000334512,Lee,E.,,2017,7,28,July 28 2017,Agrilus difficilis,Gory,,buprestidae,M. Hallinen,10 October 2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,,,,,,C. fumipennis nesting site,adult,,,,pinned,,UMSP,,english
UMSP000334513,Hallinen,M.,,2017,7,28,July 28 2017,Agrilus difficilis,Gory,,buprestidae,M. Hallinen,10 October 2017,USA,Minnesota,Ramsey,Turtle Lake Elementary,45.11045,-93.14969,,,,,,,,C. fumipennis nesting site,adult,,,,pinned,,UMSP,,english
UMSP000334514,Haynes,P.,,2017,7,20,July 20 2017,Agrilus difficilis,Gory,,buprestidae,M. Hallinen,10 October 2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,,,,,,C. fumipennis nesting site,adult,,,,pinned,,UMSP,,english
UMSP000334515,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334516,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334517,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334518,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334519,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334520,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334521,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334522,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334523,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334524,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334525,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334526,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334527,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334528,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334529,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334530,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334531,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334532,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334533,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334534,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334535,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334536,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334537,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334538,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334539,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334540,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334541,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334542,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334543,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334544,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334545,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334546,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334547,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334548,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334549,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334550,Franklin,R.T.,,1959,July,1,1 July 1959,Anthaxia quercata,Fabricius,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334551,Easter,S.S.,,1940,4,16,4-16-1940,Brachys Floricola,Kerremans,,buprestidae,Knull,1942,USA,Florida,Crestview,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334552,Dawson,R.W.,,1937,April,2,"Apr. 2, 1937",Brachys floricola,Kerremans,,buprestidae,Knull,1938,USA,Florida,Miami,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334553,Lugger,O.,,,,,,Brachys floricola,Kerremans,,buprestidae,J.N. Knull,1928,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334554,Knull,J.N.,,,,,,Brachys floricola,Kerremans,,buprestidae,J.N. Knull,1922,USA,Florida,Miami,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334555,,,,,,,,Brachys floricola,Kerremans,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334556,Lugger,O.,,,,,,Brachys floricola,Kerremans,,buprestidae,J.N. Knull,1928,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334557,,,,,,,,Brachys floricola,Kerremans,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334558,Knull,J.N.,,,,,,Brachys floricola,Kerremans,,buprestidae,J.N. Knull,1922,USA,Florida,Miami,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334559,,,,,,,,Brachys floricola,Kerremans,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334560,,,,,,,,Brachys floricola,Kerremans,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334561,,,,,,,,Brachys floricola,Kerremans,,buprestidae,J.N. Knull,1922,USA,Florida,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334562,Knull,J.N.,,,,,,Brachys fascifernus,Schwarz,,buprestidae,J.N. Knull,1922,USA,Florida,LaBelle,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334563,Knull,J.N.,,,,,,Brachys fascifernus,Schwarz,,buprestidae,J.N. Knull,1922,USA,Florida,LaBelle,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334564,Knull,J.N.,,,,,,Brachys fascifernus,Schwarz,,buprestidae,J.N. Knull,1922,USA,Florida,LaBelle,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334565,Knull,J.N.,,,,,,Brachys fascifernus,Schwarz,,buprestidae,J.N. Knull,1922,USA,Florida,LaBelle,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334566,Wing,M.W.,,1941,6,1,"June 1, 1941",Brachys aeruginosus,Gory,,buprestidae,,,USA,Minnesota,Preston,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334567,,,,1948,5,25,"May 25, 1948",Brachys aeruginosus,Gory,,buprestidae,Ent. Class,,USA,Minnesota,Preston,Filmore County,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334568,Mickel,C.E.,,1941,5,29,May 29 1941,Brachys aeruginosus,Gory,,buprestidae,R.L. Westcott,,USA,Minnesota,Winona,John Latch State Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334569,Lugger,O.,,,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1922,USA,District of Columbia ,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334570,Lugger,O.,,,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1922,USA,Maryland,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334571,Lugger,O.,,,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1928,USA,Maryland,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334572,Lugger,O.,,,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1928,USA,Maryland,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334573,Lugger,O.,,,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1928,USA,Maryland,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334574,Knight ,H.H.,,1924,7,10,"July 10, 1924",Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1928,USA,Minnesota,Saint Anthony Park,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334575,Hertig,A.Z.,,1922,6,30,"June 30, 1922",Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1928,USA,Minnesota,New Brighton,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334576,Knight ,H.H. ,,1922,6,14,"June 14, 1922",Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1922,USA,Minnesota,Lakeland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334577,Dery,E.D.,,1941,5,24,"May 24, 1941",Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1942,USA,Minnesota,Garrison,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334578,,,,,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1922,USA,Kansas,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334579,Haber,V.R.,,15,6,23,6.23.15,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,,,Cedar Point,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334580,Hertig,Marshall,,1928,8,3,"Aug. 3, 1928",Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1928,USA,Massachusetts ,Boston,Chestnut Hill,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334581,Ainslie,C.N.,,1925,6,6,June 6 1925,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,,USA,North Dakota,Beach,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334582,Ainslie,C.N. ,,,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,,USA,Minnesota,Olmdsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334583,Ainslie,C.N.,,,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,,USA,Minnesota,Olmdsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334584,Oestland,O.W.,,1937,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1938,USA,Minnesota ,Ramsay County,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334585,Oestland,O.W.,,1937,,,,Brachys aeruginosus,Gory,,buprestidae,J.N. Knull,1942,USA,Minnesota,Ramsay County,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334586,,,,1982,5,31,31 May 1982,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Anoka County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334587,,,,1985,5,28,28 May 1985,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Anoka County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334588,,,,1985,5,31,20 May 1985,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Anoka County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334589,,,,1985,5,22,22 May 1985,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Anoka County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334590,,,,1987,6,6,6 June 1987,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Isanti County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334591,,,,1984,6,26,26 June 1984,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Anoka County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334592,,,,1987,5,12,12 May 1987,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Isanti County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334593,,,,1987,5,28,28 May 1987,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Isanti County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334594,,,,1987,5,12,12 May 1987,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Isanti County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334595,,,,1986,6,4,4 June 1986,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Anoka County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334596,,,,1985,5,30,30 May 1985,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Anoka County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334597,,,,1985,6,19,19 June 1985,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Anoka County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334598,,,,1982,6,3,3 June 1982,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Isanti County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334599,,,,1984,6,20,20 June 1984,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Isanti County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334600,,,,1984,5,31,31 May 1984,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Anoka County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334601,,,,1981,7,20,20 July 1981,Brachys aerosus,Melsheimer,,buprestidae,,,USA,Minnesota,Isanti County,Cedar Creek Natural History Area,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334602,Wellso,S.G.,,1969,6,15,VI-15 1969,Brachys aerosus,Melsheimer,,buprestidae,S.G. Wellso,,USA,Michigan,Okemos,Ingham County,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334603,Oestlund,O.W.,,1938,3,10,3/10 38,Brachys aerosus,Melsheimer,,buprestidae,Knull,1945,USA,Minnesota,Hennepin County,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000334604,Oestlund,O.W.,,1938,5,10,5/10 38,Brachys aerosus,Melsheimer,,buprestidae,Knull,1943,USA,Minnesota,Hennepin County,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
