catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,host,occurrenceremarks,samplingprotocol,,,,,,,,
UMSP000333934,Lewis,B.,,1922,7,1,"July 1, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Washington,Stillwater,,,,,,,,,,,,,,
UMSP000333326,Pratt,M.,,1938,6,19,June 19 1938,Agrilus anxius,Gory,,buprestidae,Knull,1943,USA,Vermont,Jacksonville,,,,,,,,,,,,,,,
UMSP000333935,Lewis,B.,,1922,7,1,"July 1, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Washington,Stillwater,,,,,,,,,,,,,,
UMSP000333937,Lewis,B.,,1922,7,1,"July 1, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Washington,Stillwater,,,,,,,,,,,,,,
UMSP000333938,Lewis,B.,,1922,7,1,"July 1, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Washington,Stillwater,,,,,,,,,,,,,,
UMSP000333942,Lewis,Berkley,,1922,7,1,"July 1, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Washington,Stillwater,,,,,,,,,,,,,,
UMSP000333943,Lewis,Berkley,,1922,7,1,"July 1, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Washington,Stillwater,,,,,,,,,,,,,,
UMSP000333944,Lewis,Berkley,,1922,7,1,"July 1, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Washington,Stillwater,,,,,,,,,,,,,,
UMSP000333945,Lewis,Berkley,,1922,7,1,"July 1, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Washington,Stillwater,,,,,,,,,,,,,,
UMSP000333900,Knight,H.H.,,1922,7,1,"July 1, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Winona,,,,,,,,,,,,,,,
UMSP000333335,Medler,J.,,1938,7,4,"July 4, 1938",Agrilus anxius,Gory,,buprestidae,Knull,1934,Canada,Manitoba,Winnipeg,,,,,,,,,,,,,,,
UMSP000338765,,,,1990,7,2,2 July 1990,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000338745,Ordway,E.,,1976,7,2,VII - 1 - 76,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Stevens,"Coleman Prairie, 4mi. SE Morris",,,,taken on achillea millefolium,,,,,,,,,,
UMSP000338764,,,,1990,7,5,5 July 1990,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000338753,Ordway,E.,Bob Goecke,1977,7,5,VII - 5 - 77,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Pope,"Strandness Prairie, 5 mi NE Starbuck",,,,taken on coryopsis palmata,,,,,,,,,,
UMSP000338760,,,,1985,7,6,6 July 1985,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000338763,,,,1989,7,6,6 July 1989,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000333926,Mickel,C.E.,,1932,7,6,"July 6, 1932",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Anoka,,,,,,,,,,,,,,,
UMSP000338746,Ordway,E.,,1976,7,6,VII - 6 - 76,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Pope,"Strandness Prairie, 5 mi NE Starbuck",,,,Collected on Prairie fls.,,,,,,,,,,
UMSP000338751,Ordway,E.,,1976,7,6,VII - 6 - 76,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Pope,"Strandness Prairie, 5 mi NE Starbuck",,,,Collected on Prairie fls.,,,,,,,,,,
UMSP000338754,Ordway,E.,,1976,7,6,VII - 6 - 76,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Pope,"Strandness Prairie, 5 mi NE Starbuck",,,,Collected on Prairie fls.,,,,,,,,,,
UMSP000338700,Yenger,C.R.,,1934,7,8,"July 8-14, 1934",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Kanabec,Mora,,,,,,,,,,,,,,
UMSP000338716,Yenger,C.R.,,1934,7,8,"July 8-14, 1934",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Kanabec,Mora,,,,,,,,,,,,,,
UMSP000338702,Stehr,Wm.C.,,1929,7,8,"July 8, 1929",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Ramsey,St. Paul University Farm,,,,,,,,,,,,,,
UMSP000333929,Knight,H.H.,,1922,7,8,VII-8 1922,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Ramsey,,,,,,,,,,,,,,,
UMSP000338757,,,,1982,7,9,9 July 1982,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000333908,Hoffmann,W.E.,,1921,7,9,"July 9, 1921",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Ramsey,"St. Anthony Park, Powder Plant",,,,,,,,,,,,,,
UMSP000338721,Tinkham,E.R.,,1932,7,9,July 9 1932,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Wabasha,Lake Pepin,,,,,,,,,,,,,,
UMSP000333872,Schmidt,C.T.,,1929,7,10,"July 10, 1929",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Hennepin,,,,,,,,,,,,,,,
UMSP000338720,Schmidt,C.T.,,1929,7,10,"July 10, 1929",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Hennepin,,,,,,,,,,,,,,,
UMSP000333821,Nichol,A.A.,,1920,7,10,"VII-10, '20",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Morrison,,,,,,,,,,,,,,,
UMSP000333905,Nichol,A.A.,,1920,7,10,"VII-10,'20",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Morrison,,,,,,,,,,,,,,,
UMSP000333923,Nichol,A.A.,,1920,7,10,"VII-10, '20",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Morrison,,,,,,,,,,,,,,,
UMSP000333946,,,,1918,7,10,7/10/18,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Otter Tail,Rush Lake,,,,,,,,,,,,,,
UMSP000338724,Stehr,Wm.C.,,1929,7,10,"July 10, 1929",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Ramsey,Lake Vadnais,,,,,,,,,,,,,,
UMSP000338738,Stehr,Wm.C.,,1929,7,10,July 10 1929,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Ramsey,Lake Vadnais,,,,,,,,,,,,,,
UMSP000338747,,,,1973,7,11,"July 11, 1973",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Houston,Beaver Crk. Valley St. Park,,,,,,Malaise Trap,,,,,,,,
UMSP000338761,,,,1987,7,11,11 July 1987,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000333922,Murray,D.,,1936,7,11,July 11 1936,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Washington,,,,,,,,,,,,,,,
UMSP000338736,Murray,D.,,1936,7,11,July 11 1936,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Washington,,,,,,,,,,,,,,,
UMSP000338771,,,,1990,7,12,12 July 1990,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000338728,,,,1955,7,12,"July 12, 1955",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Winona,4.5 miles S of LaMoille,,,,,,,,,,,,,,
UMSP000338770,,,,1992,7,13,13 July 1992,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000333878,,,,1910,7,13,7/13/10,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Ramsey,,,,,,,,,,,,,,,
UMSP000333897,Hartig,A.T.,,1923,7,13,"July 13, 1923",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Scott,Jordan,,,,,Sand area,,,,,,,,,
UMSP000333911,Hertig,A.T.,,1923,7,13,"July 12, 1923",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Scott,Jordan,,,,,sand area,,,,,,,,,
UMSP000333748,Grable,A.E.,,1959,7,13,13 July 1959,Acmaeodera pulchella,Herbst,,buprestidae,A.E. Grable,1960,USA,Minnesota,Waseca,Waseca,,,,,,,,,,,,,,
UMSP000338767,,,,2001,7,14,14July01,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA,,,,,,,,,,,,,,
UMSP000338769,,,,1992,7,14,14 July 1992,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Isanti,Cedar Creek NHA,,,,,,,,,,,,,,
UMSP000333876,,,,1911,7,15,7/15/11,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000333877,,,,1911,7,15,7/15/11,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000333879,,,,1911,7,15,7/15/11,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1922,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000333880,,,,1911,7,15,7/15/11,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1922,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000338697,Tinkham,E.R.,,1932,7,16,"July 16, 1932",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Carlton,Carlton,,,,,,,,,,,,,,
UMSP000338748,Ordway,E.,,1976,7,16,VII - 16 - 76,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Pope,"Strandness Prairie, 5 mi NE Starbuck",,,,,,,,,,,,,,
UMSP000333924,,,,1918,7,17,7-17-18,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Dakota,Crystal Lake,,,,,,,,,,,,,,
UMSP000338733,Denning,D.G.,,1929,7,17,"July 17, 1927",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Pope,Sedan,,,,,,,,,,,,,,
UMSP000338758,,,,1985,7,19,19 July 1985,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000338737,Wiley,G.O.,,1923,7,19,July 19 1923,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Ramsey,St. Paul,,,,,,,,,,,,,,
UMSP000333858,Cutler,B.,,1969,7,20,"July 20, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000338772,Hallinen,M.,,2017,7,20,July 20 2017,Acmaeodera pulchella,Herbst,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Taylor Falls Elementary,45.406507,-92.65621,,,,C. fumipennis nesting site,,,,,,,,
UMSP000338743,Telford,,Gurney,1935,7,21,"July 21, 1935",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Anoka,Fridley Sand Dunes,,,,,,,,,,,,,,
UMSP000333302,Nichol,A.A.,,1920,7,16,"VII-16, '20",Agrilus anxius,Say,,buprestidae,J.N. Knull,1928,USA,Montana,Yellowstone,,,,,,,,,,,,,,,
UMSP000333864,,,,1911,7,21,7/21/11,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1922,USA,Minnesota,Washington,,,,,,,,,,,,,,,
UMSP000333304,,,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,USA,,,,,,,,,,,,,,,,,
UMSP000333833,Cutler,B.,,1969,7,22,"July 22, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000333834,Cutler,B.,,1969,7,22,"July 22, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000333852,Cutler,B.,,1969,7,22,"July 22, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000333853,Cutler,B.,,1969,7,22,"July 22, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000333857,Cutler,B.,,1969,7,22,"July 22, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000333859,Cutler,B.,,1969,7,22,"July 22, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000333860,Cutler,B.,,1969,7,22,"July 22, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000333244,Sup.,L.,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,USA,,,,,,,,,,,,,,,,,
UMSP000333928,Riley,W.A.,,1918,7,23,7-23-18,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Ramsey,Highwood,,,,,,,,,,,,,,
UMSP000338755,Wagenius,S.,H. Hangelbroek,2004,7,24,2004-Jul-24,Acmaeodera pulchella,Herbst,,buprestidae,H. Hangelbroek & J. Kobany,2005,USA,Minnesota,Douglas,Aanenson's,TI27N,R40W,,echinacea angustifolia,,,,,,,,,,
UMSP000333862,Denning,D.G.,,1927,7,24,"July 24, 1927",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Pope,Sedan,,,,,,,,,,,,,,
UMSP000338718,Denning,D.,,1927,7,24,"July 24, 1927",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Pope,Sedan,,,,,,,,,,,,,,
UMSP000363803,Hallinen,M.,,2017,7,27,July 27 2017,Acmaeodera pulchella,Herbst,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,Marine Elementary Ballfield,45.2027,-92.7727,,,C. fumipennis nesting site,,,,,,,,,
UMSP000338759,,,,1985,7,29,29 July 1985,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000333894,Hoffmann,W.E.,,1922,7,31,"July 31, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Le Sueur,,,,,,,,,,,,,,,
UMSP000333865,Yeager,C.R.,,1934,7,1-7,"July 1-7, 1934",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Kanabec,Mora,,,,,,,,,,,,,,
UMSP000333824,Denning,D.,,1927,8,1,Aug. 1 1927,Acmaeodera pulchella,Herbst,,buprestidae,Knull,1942,USA,Minnesota,Pope,Sedan,,,,,,,,,,,,,,
UMSP000338701,Tinkham,E.R.,,1932,8,4,"August 4, 1932",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Isanti,Bradford,,,,,,,,,,,,,,
UMSP000333820,Hoffmann,W.E.,,1922,8,6,"August 6, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Chisago,North Branch,,,,,,,,,,,,,,
UMSP000333889,Hoffmann,W.E.,,1922,8,6,"August 6, 1922",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Chisago,North Branch,,,,,,,,,,,,,,
UMSP000338766,,,,1991,8,9,9 Aug 1991,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek Natural History Area,,,,,,,,,,,,,,
UMSP000333910,,,,1924,8,9,VIII 9 24,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Ramsey,,,,,,,,,,,,,,,
UMSP000338709,Berman,H.D.,,1930,8,12,Aug. 12 1930,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Hennepin,,,,,,,,,,,,,,,
UMSP000333831,Cutler,B.,,1969,8,20,"Aug,20,1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"1 mi N of rush City, road to airport",,,,,on flower of blackeye susan,,,,,,,,,
UMSP000333832,Cutler,B.,,1969,8,20,"Aug,20,1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"1 mi N of rush City, road to airport",,,,,on flower of blackeye susan,,,,,,,,,
UMSP000333854,Cutler,B.,,1969,8,20,"August 20, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000333855,Cutler,B.,,1969,8,20,"August 20, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000333856,Cutler,B.,,1969,8,20,"August 20, 1969",Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Chisago,"2 mi N of rush City, road to airport",,,,,on flowers of black-eye susan,,,,,,,,,
UMSP000338768,,,,2001,9,12,12Sept01,Acmaeodera pulchella,Herbst,,buprestidae,,,USA,Minnesota,Anoka,Cedar Creek NHA,,,,,,,,,,,,,,
UMSP000333749,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000333750,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000333751,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000333752,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000333829,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000333830,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000333886,Lugger,O.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,Ramsey,,,,,,,,,,,,,,,
UMSP000333767,,,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1922,USA,Minnesota,,,,,,,,,,,,,,,,
UMSP0000333206,,L.S.,,,,,,Agrilus anxius,Gory,,buprestidae,J.N. Knull,1922,,,,,,,,,,,,,,,,,,
UMSP000333892,Lugger,O.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,,,,,,,,,,,,,,,,
UMSP000333893,Lugger,O.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1928,USA,Minnesota,,,,,,,,,,,,,,,,
UMSP000338711,Lugger,O.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,,,,,,,,,,,,,,,,
UMSP000338735,Lugger,O.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,,,,,,,,,,,,,,,,
,,,,2018,6,28,,Actenodes acornis,Say,,buprestidae,,,USA,Minnesota,Goodhue,,,,,,,,,,,,,,,
,,,,2018,6,29,,Actenodes acornis,Say,,buprestidae,,,USA,Minnesota,Anoka,,,,,,,,,,,,,,,
,,,,2018,7,5,,Actenodes acornis,Say,,buprestidae,,,USA,Minnesota,Anoka,,,,,,,,,,,,,,,
,,,,2018,7,9,,Actenodes acornis,Say,,buprestidae,,,USA,Minnesota,Goodhue,,,,,,,,,,,,,,,
UMSP000363392,Hoffman-Walter,A.,,2016,7,10,10.vii.2016,Actenodes acornis,Say,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Ramsey,"Pocahontas Park, Roseville",45.018279,-93.16076,,,,adult,,,,,,,,
UMSP000333034,Hallinen,M.,"B. Turgut, J. Ure, P. Haynes",2017,7,12,July 12 2017,Actenodes acornis,Say,,buprestidae,M. Hallinen,10.x.2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,C. fumipennis nesting site,,,,,,,,,
UMSP000333028,Hoffman-Walter,A.,,2015,7,12,12.vii.2015,Actenodes acornis,Say,,buprestidae,W.P. Steffens,2015,USA,Minnesota,Ramsey,"Pocahontas Park, Roseville",45.018279,-93.16076,,,,,,,,,,,,
UMSP000333029,Hoffman-Walter,A.,,2015,7,12,12.vii.2015,Actenodes acornis,Say,,buprestidae,W.P. Steffens,2015,USA,Minnesota,Ramsey,"Pocahontas Park, Roseville",45.018279,-93.16076,,,,,,,,,,,,
UMSP000333033,Mallet,C.,,2016,7,13,13.vii.2016,Actenodes acornis,Say,,buprestidae,W.P. Steffens,2017,USA,Minnesota,Dakota,"Garlough School, West St. Paul",44.89386,-93.093882,,,,,,,,,,,,
,,,,2018,7,14,,Actenodes acornis,Say,,buprestidae,,,USA,Minnesota,Goodhue,,,,,,,,,,,,,,,
UMSP0000333221,Wellso,S.G.,,1971,5,6,VI-6 1971 ,Agrilus anxius,Gory,,buprestidae,S.G. Wellso,,USA,Michigan,Ingham,E. Lansing,,,,,,,,,,,,,,
,,,,2018,7,16,,Actenodes acornis,Say,,buprestidae,,,USA,Minnesota,Ramsey,,,,,,,,,,,,,,,
UMSP000363383,Schultz,J.,,2017,7,19,19.vii.2017,Actenodes acornis,Say,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Hennepin,"West Palmer Park, Brooklyn Park",45.085332,-93.323354,,,,adult,,,,,,,,
UMSP000363802,Hallinen,M.,,2017,7,19,July 19 2017,Actenodes acornis,Say,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Washington,New Scandia T-Ball Field,45.250134,-92.802987,,,C. fumipennis nesting site,,,,,,,,,
UMSP000333030,Kuehn,B.,,2014,7,22,22.vii.2014,Actenodes acornis,Say,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Tilsen Park, Oakdale",44.999932,-92.966689,,,,,,,,,,,,
UMSP000333031,Schultz,J.,,2014,7,24,24.vii.2014,Actenodes acornis,Say,,buprestidae,W. Steffens,2015,USA,Minnesota,Olmsted,"Mayo High School, Rochester",44.002896,-92.444182,,,,,,,,,,,,
UMSP000363357,Schultz,J.,,2017,7,25,VII 25 2017,Actenodes acornis,Say,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Washington,"Scandia T-Ball Field, Scandia",45.250122,-92.802991,,,,adult,,,,,,,,
UMSP000333032,Kuehn,B.,,2014,8,4,04.viii.2014,Actenodes acornis,Say,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Northdale Park, Oakdale",45.024136,-92.972632,,,,,,,,,,,,
UMSP000142975,,,,,,,,Actenodes acornis,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,,,,,,,,,,,,,,,,
UMSP000333024,Lugger,O.,,,,,,Actenodes acornis,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,,,,,,,,,,,,,,,,
,,,,2018,7,17,,Actenodes simi,Fisher,,buprestidae,,,USA,Minnesota,Washington,,,,,,,,,,,,,,,
UMSP000333450,Struss,C.,,2015,7,18,18.vii.2015,Actenodes simi,Fisher,,buprestidae,W.P. Steffens,2015,USA,Minnesota,Goodhue,"First Covenant Church, Red Wing",44.54266,-92.546934,,,,,,,,,,,,
UMSP000365265,Heeren,E.,S. Heeren,2017,7,22,22.vii.2017,Actenodes simi,,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Chisago,"Taylor Falls Elementary, Taylor Falls",45.406507,-92.65621,,,,adult,,,,,,,,
UMSP000142943,Milliron,H.E.,,1938,6,14,June 14 1938,Agrilus acutipennis,Mannerheim,,Buprestidae,Knull,1943,USA,Minnesota,Clearwater,Itsaca Park,,,,,,,,,,,,,,
UMSP0000333235,,,,,,,,Agrilus arcuatus,Say,,buprestidae,J.N. Knull,1922,USA,Virginia,,,,,,,,,,,,,,,,
UMSP000142944,Hodson,A.C.,,1936,6,18,June 18 1936,Agrilus acutipennis,Mannerheim,,Buprestidae,Knull,1943,USA,Minnesota,Clearwater,Itsaca Park,,,,,on hazel,,,,,,,,,
UMSP0000333237,,,,,,,,Agrilus arcuatus,Say,,buprestidae,J.N. Knull,1922,USA,,,Mol.,,,,,,,,,,,,,,
UMSP000142947,Ainslie,C.N.,,,6,,June,Agrilus acutipennis,Mannerheim,,Buprestidae,J.N. Knull,,USA,Minnesota,,,,,,,,,,,,,,,,
UMSP0000333239,,,,,,,,Agrilus arcuatus,Say,,buprestidae,J.N. Knull,1922,USA,,,Mol,,,,,,,,,,,,,,
UMSP000333257,,,,,,,,Agrilus arcuatus,Say,,buprestidae,J.N. Knull,1922,USA,,,Mol.,,,,,,,,,,,,,,
UMSP000333258,,,,,,,,Agrilus arcuatus,Say,,buprestidae,J.N. Knull,1922,USA,,,Mol.,,,,,,,,,,,,,,
UMSP000333259,,,,,,,,Agrilus arcuatus,Say,,buprestidae,J.N. Knull,1922,USA,,,Mol.,,,,,,,,,,,,,,
UMSP000333260,,,,,,,,Agrilus arcuatus,Say,,buprestidae,J.N. Knull,1922,USA,,,Mol.,,,,,,,,,,,,,,
UMSP000142948,Dawson,H.W.,,1930,7,1,July 1 1930,Agrilus acutipennis,Mannerheim,,Buprestidae,J.N. Knull,,USA,Minnesota,Clearwater,Itsaca Park,,,,,,,,,,,,,,
